Id_solicitud,messolictud,Default_60dias_12meses,tipo_casa,edad,fec_ing_empleo,antg_max_tc,meses_pasivo_12,ingreso,mto_lin_cred_sistemafinanciero,mto_deuda_prom_sistemafinanciero,zon_geo,max_clas_riesg,nivel_educ
3949,201107,1,FAMILIAR,47,01/10/1997,44,12,6200,44630.05,7820.22,Callao,1,PROFESIONAL
3950,201107,1,FAMILIAR,58,01/12/2003,22,12,2500,4689.13,1136.24,Lima,1,TECNICO
3951,201107,1,FAMILIAR,43,01/01/2006,93,11,1400,6650.67,0.87,Lima,1,PROFESIONAL
3952,201107,0,FAMILIAR,34,01/10/1994,88,11,29393.13,0,0,Lima,0,PROFESIONAL
3953,201107,1,FAMILIAR,36,01/08/2005,0,12,2850,0,2995.27,Huanuco,0,PROFESIONAL
3954,201107,1,PROPIA,41,01/11/2003,104,12,13199,44772.2,3315.37,Lima,1,PROFESIONAL
3955,201107,1,PROPIA,44,01/11/2005,6,11,9000,1621.51,247.11,Ica,2,TECNICO
3956,201107,1,FAMILIAR,39,11/09/2003,0,12,838.73,0,2287.59,Ica,0,TECNICO
3957,201108,1,PROPIA,22,21/05/2007,0,12,872.43,0,1068.78,Ucayali,0,TECNICO
3958,201108,1,FAMILIAR,35,01/12/2007,0,7,723.58,0,2219.87,Piura,0,TECNICO
3959,201108,1,FAMILIAR,30,01/09/2007,6,12,1122,700,650.01,Lima,1,PROFESIONAL
3960,201108,1,FAMILIAR,23,01/08/2006,0,12,1382.03,700,1746,Lima,0,TECNICO
3961,201108,1,FAMILIAR,25,01/08/2005,0,12,1882,0,9016.06,Piura,0,TECNICO
3962,201108,1,PROPIA,30,01/03/2006,0,12,2940,0,0,Lima,0,PROFESIONAL
3963,201108,1,FAMILIAR,31,01/08/2004,0,12,1364.9,4037.13,1185.11,Lima,1,TECNICO
3964,201108,1,FAMILIAR,28,01/08/2001,13,9,3451,3156.12,8117.21,Lima,1,PROFESIONAL
3965,201108,0,FAMILIAR,43,01/01/1998,0,12,1021.93,12447,2654.24,Lima,0,TECNICO
3966,201108,0,PROPIA,52,18/08/2006,48,12,2330.65,13840,910.07,Junin,0,TECNICO
3967,201108,1,FAMILIAR,21,01/04/2006,0,12,806,0,2219.13,Lima,0,TECNICO
3968,201108,1,FAMILIAR,32,28/11/2006,9,12,1610.16,1799,1268.41,Cajamarca,1,TECNICO
3969,201108,1,FAMILIAR,22,16/11/2006,0,12,1100,0,420.12,Junin,0,TECNICO
3970,201108,1,OTRAS,29,01/10/2004,17,12,1241.02,1000,2397.15,Lima,0,PROFESIONAL
3971,201108,1,FAMILIAR,33,01/06/2008,47,12,3200,8642.5,0,Ayacucho,0,SIN EDUCACION
3972,201108,0,PROPIA,43,01/05/2004,17,12,7500,17200,0,Lima,0,PROFESIONAL
3973,201108,0,FAMILIAR,40,04/08/2006,26,12,6333.92,0,0,Arequipa,0,TECNICO
3974,201108,0,PROPIA,51,01/06/1998,62,12,2600,1228,1614.23,Arequipa,1,TECNICO
3975,201108,1,PROPIA,22,01/03/2003,24,12,7000,97855,6534.73,Lima,0,PROFESIONAL
3976,201108,1,FAMILIAR,35,01/08/2000,44,0,8080,19930.75,0,Lima,1,PROFESIONAL
3977,201108,0,PROPIA,29,01/03/2001,54,12,5300,10012.55,3321.05,Lima,2,PROFESIONAL
3978,201108,1,FAMILIAR,36,01/01/2005,0,5,10000,5705,26365.37,Lima,1,TECNICO
3979,201108,0,FAMILIAR,34,02/01/2006,0,12,968,0,1241.07,Cuzco,0,TECNICO
3980,201108,0,PROPIA,27,01/03/2007,58,12,2500,13900,626.24,Callao,0,TECNICO
3981,201108,1,PROPIA,27,01/03/2005,12,12,4500,18268.56,4487.63,Lima,0,PROFESIONAL
3982,201108,1,FAMILIAR,22,01/07/2007,0,12,750,709.98,3304.27,Piura,0,TECNICO
3983,201108,0,FAMILIAR,48,01/02/2001,21,12,3800,6344.87,4629.86,Lima,0,SUPERIOR
3984,201108,0,FAMILIAR,61,01/04/1992,0,12,3689.21,4300,661.41,La Libertad,0,PROFESIONAL
3985,201108,1,FAMILIAR,32,07/05/2007,0,12,795.74,0,5501.43,Ancash,0,EDUCACION BASICA
3986,201108,1,PROPIA,29,25/10/2004,0,12,1400.99,0,1355.52,Ica,1,TECNICO
3987,201108,0,FAMILIAR,29,01/03/2003,24,0,3224.86,567.63,678.86,Apurimac,0,PROFESIONAL
3988,201108,1,FAMILIAR,29,01/10/2000,0,12,1200,0,2808.71,Lima,4,TECNICO
3989,201108,1,PROPIA,50,01/01/2002,0,12,13046,5827.55,0,Callao,3,PROFESIONAL
3990,201108,1,FAMILIAR,38,01/02/2002,81,1,16200,25625.4,1144.7,Lima,1,PROFESIONAL
3991,201108,1,PROPIA,29,28/05/2007,15,12,2296.13,500,2729.78,Junin,0,PROFESIONAL
3992,201108,1,FAMILIAR,30,01/05/2006,12,12,1410.61,4300,5198.03,Lima,0,TECNICO
3993,201108,1,FAMILIAR,21,01/11/2005,0,12,982,914.02,4148.41,Piura,0,TECNICO
3994,201108,1,FAMILIAR,29,01/04/2003,9,12,1400,2413.21,1429.89,Lambayeque,1,TECNICO
3995,201108,1,PROPIA,37,01/02/1998,12,12,2200,0,6447.96,Apurimac,0,PROFESIONAL
3996,201108,0,PROPIA,29,01/01/2000,42,12,4000,8878.86,7212.41,Lima,1,PROFESIONAL
3997,201108,1,FAMILIAR,25,01/07/2005,0,12,871.06,3725,1998.73,Lima,1,TECNICO
3998,201108,1,FAMILIAR,23,02/10/2006,0,12,769.68,0,2624.41,Lima,0,TECNICO
3999,201108,1,FAMILIAR,29,03/09/2007,0,5,1300,0,0,Lima,1,PROFESIONAL
4000,201108,1,FAMILIAR,32,29/05/2000,28,12,1326.49,1500,1675.33,Ica,0,TECNICO
4001,201108,1,FAMILIAR,32,02/11/2003,0,12,745.89,2780,2641.57,Lima,0,TECNICO
4002,201108,1,FAMILIAR,27,01/01/2005,0,12,1661.26,2593.03,0,Lima,1,PROFESIONAL
4003,201108,1,PROPIA,28,01/01/2005,0,12,1200,0,5090.71,Cuzco,0,TECNICO
4004,201108,1,FAMILIAR,46,01/10/2000,35,12,1321.74,0,5959.51,Cajamarca,0,PROFESIONAL
4005,201108,1,PROPIA,30,01/04/2002,0,12,1650,1381.77,0,Lima,1,TECNICO
4006,201108,0,FAMILIAR,25,01/09/2002,0,12,900,2640,1871.94,Lima,1,SUPERIOR
4007,201108,1,PROPIA,25,01/09/2006,0,11,900,0,0,La Libertad,0,PROFESIONAL
4008,201108,1,FAMILIAR,44,01/01/2000,90,12,30000,0,439.19,Lambayeque,4,SIN EDUCACION
4009,201108,1,FAMILIAR,44,01/01/1998,0,12,1246.69,89.33,1480.84,La Libertad,1,TECNICO
4010,201108,0,FAMILIAR,26,01/03/2008,5,11,1495.09,0,16688.92,La Libertad,0,TECNICO
4011,201108,1,PROPIA,31,01/02/1996,10,12,2000,6132.74,4643.13,Lima,0,TECNICO
4012,201108,0,FAMILIAR,41,01/01/2000,18,12,23277,10686.68,4001.44,Lima,0,PROFESIONAL
4013,201108,1,FAMILIAR,32,01/10/2006,6,12,2050,500,454.58,Lima,0,PROFESIONAL
4014,201108,1,PROPIA,26,26/09/2006,0,10,972.98,0,2649.49,Tumbes,0,TECNICO
4015,201108,1,FAMILIAR,42,01/08/2003,17,12,1300,319.1,310.47,Loreto,0,TECNICO
4016,201108,1,PROPIA,33,01/06/2007,0,12,700,0,3921.42,Ica,0,TECNICO
4017,201108,1,PROPIA,36,01/10/2004,0,11,6500,1699.33,11896.77,Ancash,2,PROFESIONAL
4018,201108,1,PROPIA,57,01/04/1997,101,12,7068,95076.07,20130.88,Lima,0,PROFESIONAL
4019,201108,0,PROPIA,54,15/09/2000,86,12,2615.25,15500,2358.51,Lima,0,TECNICO
4020,201108,1,FAMILIAR,70,20/08/2004,7,12,2832,1700,1559.63,Callao,1,TECNICO
4021,201108,1,FAMILIAR,26,01/11/2007,0,11,1600,5835,7092.3,Cajamarca,0,TECNICO
4022,201108,1,FAMILIAR,34,01/11/2002,0,12,1000,2365.86,1433.61,Lima,0,TECNICO
4023,201108,1,FAMILIAR,50,01/07/2004,98,12,3040,12026.44,0,Lima,2,PROFESIONAL
4024,201108,0,PROPIA,49,01/11/2000,41,12,3500,7603.41,1391.03,Arequipa,0,TECNICO
4025,201108,1,FAMILIAR,31,01/06/2006,4,9,1500,3494,4728.8,Lima,0,SUPERIOR
4026,201108,1,PROPIA,52,01/01/1973,0,11,1250,0,2164.82,La Libertad,0,TECNICO
4027,201108,1,FAMILIAR,56,01/08/2000,0,12,1900,0,6786.26,Lima,0,TECNICO
4028,201108,0,FAMILIAR,22,01/02/2006,18,12,1125.1,0,0,Lima,1,TECNICO
4029,201108,1,FAMILIAR,31,16/09/2006,19,12,2261.6,500,4446.16,Cajamarca,4,TECNICO
4030,201108,1,PROPIA,33,01/03/2004,27,12,1434.96,1000,4314.83,Piura,2,TECNICO
4031,201108,1,PROPIA,41,21/01/2003,55,12,3993.34,500,476.11,Ancash,1,TECNICO
4032,201108,0,FAMILIAR,25,01/01/2007,18,12,3000,11720,4248.4,Arequipa,0,TECNICO
4033,201108,0,PROPIA,43,01/10/2006,59,12,4000,48340,43888.37,Arequipa,0,PROFESIONAL
4034,201108,1,FAMILIAR,25,01/06/2004,19,10,3135,9721.45,11005.18,Lima,0,PROFESIONAL
4035,201108,0,FAMILIAR,38,01/01/1997,104,12,4800,41740,57094.38,Piura,0,PROFESIONAL
4036,201108,1,FAMILIAR,48,01/10/2005,47,12,2500,1000,0,Ica,1,EDUCACION BASICA
4037,201108,1,FAMILIAR,36,01/09/2003,0,12,1800,0,1367.04,Piura,3,TECNICO
4038,201108,1,FAMILIAR,32,01/02/2002,7,12,2930,1412.85,864.5,Callao,2,TECNICO
4039,201108,1,FAMILIAR,35,01/06/2006,17,12,1300,4783.95,0,Lima,2,PROFESIONAL
4040,201108,1,FAMILIAR,29,15/01/2006,0,12,655.57,1730.36,1019.37,Lima,1,TECNICO
4041,201108,1,FAMILIAR,35,01/03/2008,0,12,1200,2376.1,4261.15,Lima,1,TECNICO
4042,201108,1,FAMILIAR,26,01/11/2000,12,12,4500,8390.98,2645.79,Lima,2,PROFESIONAL
4043,201108,1,FAMILIAR,43,01/07/2005,11,7,2100,5019.13,585.12,Lima,0,PROFESIONAL
4044,201108,1,FAMILIAR,35,01/09/2002,49,12,800,0,0,Lima,1,TECNICO
4045,201108,0,FAMILIAR,37,01/01/2000,10,10,2100,9050,3283.83,Lima,0,TECNICO
4046,201108,1,FAMILIAR,37,01/07/2007,0,12,1534.02,2386.85,7610.49,Lima,0,PROFESIONAL
4047,201108,1,FAMILIAR,32,01/04/2006,11,12,8500,20730.09,31068.4,Lima,1,PROFESIONAL
4048,201108,0,FAMILIAR,30,02/01/2008,69,8,3300,11220,642.41,Lima,1,PROFESIONAL
4049,201108,0,FAMILIAR,55,01/06/2002,55,12,2500,4818.07,7750.85,Lima,0,TECNICO
4050,201108,1,FAMILIAR,26,01/10/2003,10,0,1200,3325.21,471.81,Lambayeque,1,PROFESIONAL
4051,201108,1,FAMILIAR,26,01/07/2005,14,12,2000,2216.68,558.41,Lima,1,TECNICO
4052,201108,1,FAMILIAR,27,01/07/2004,43,12,4200,2998.55,2419.35,Ancash,2,PROFESIONAL
4053,201108,0,PROPIA,58,01/01/1983,87,11,3400,12506.58,8077,La Libertad,0,PROFESIONAL
4054,201108,1,PROPIA,43,01/09/2003,0,0,6000,325.25,7296.59,Lambayeque,0,TECNICO
4055,201108,1,PROPIA,38,01/05/2000,0,11,12630,43556,39369.67,San Martin,0,TECNICO
4056,201108,1,FAMILIAR,32,01/01/1997,0,5,1700,7403.08,348.63,Ica,2,PROFESIONAL
4057,201108,1,FAMILIAR,28,27/08/2007,15,12,1330.27,5650,5274.95,Lima,0,TECNICO
4058,201108,1,FAMILIAR,24,01/10/2006,0,12,1066.25,1700,4623.51,Lima,1,TECNICO
4059,201108,1,FAMILIAR,39,01/03/1998,0,12,700,0,318.95,Lima,4,TECNICO
4060,201108,1,FAMILIAR,32,01/07/1996,42,12,3600,1576.22,497.51,Lima,0,PROFESIONAL
4061,201108,0,PROPIA,45,01/02/1999,47,12,4500,0,0,Arequipa,0,SUPERIOR
4062,201108,1,PROPIA,40,01/04/1995,92,12,5670.33,102915.11,169.83,Lima,1,PROFESIONAL
4063,201108,0,PROPIA,39,01/02/1997,121,12,12450,98160,57094.38,Moquegua,0,PROFESIONAL
4064,201108,1,FAMILIAR,45,01/01/2007,0,12,1120.64,0,3644.07,Junin,1,TECNICO
4065,201108,1,FAMILIAR,51,01/08/1997,69,12,4700,21819.2,729.69,Lima,1,PROFESIONAL
4066,201108,0,FAMILIAR,45,01/08/2000,55,12,3300,713.27,5911.74,Arequipa,0,PROFESIONAL
4067,201108,1,FAMILIAR,64,01/07/1997,0,12,1930,0,4194.79,Lima,0,TECNICO
4068,201108,1,FAMILIAR,42,01/02/2007,0,12,1200,525,2515.4,Callao,0,PROFESIONAL
4069,201108,1,FAMILIAR,32,01/01/2001,0,12,1500,2032.8,0,Lima,1,PROFESIONAL
4070,201108,1,FAMILIAR,30,01/03/2004,40,12,4000,5821.66,2628.15,Lima,0,PROFESIONAL
4071,201108,0,FAMILIAR,40,01/08/2000,55,12,2500,2630.99,0,Lambayeque,2,TECNICO
4072,201108,0,PROPIA,38,01/06/2003,28,12,700,2595.06,1094.72,Lima,0,TECNICO
4073,201108,1,OTRAS,38,16/06/2005,18,12,1614.91,0,3748.98,Junin,0,TECNICO
4074,201108,0,PROPIA,38,06/04/2005,0,12,2200,1000,2191.17,Huanuco,0,EDUCACION BASICA
4075,201108,0,FAMILIAR,30,01/01/2006,32,12,1916.59,3840.45,6021.31,Lima,2,PROFESIONAL
4076,201108,1,FAMILIAR,31,01/03/2003,25,12,2200,698.48,4014.1,Lima,0,PROFESIONAL
4077,201108,1,FAMILIAR,34,02/08/2007,0,0,870,0,3043.9,Lima,0,TECNICO
4078,201108,1,PROPIA,36,01/08/2005,10,12,1200,15610.22,0,Lima,1,PROFESIONAL
4079,201108,1,FAMILIAR,41,02/04/2007,0,12,2790.75,500,2599.13,Arequipa,0,TECNICO
4080,201108,0,FAMILIAR,35,01/12/1997,73,12,5550,58953.56,0,Lima,0,PROFESIONAL
4081,201108,1,FAMILIAR,36,01/08/1992,1,12,10000,22341.1,533.76,Lima,0,PROFESIONAL
4082,201108,1,PROPIA,42,01/01/1990,0,12,967.98,0,15000,La Libertad,0,PROFESIONAL
4083,201108,1,PROPIA,29,01/09/2005,10,12,1200,2896.69,0,Lima,0,TECNICO
4084,201108,1,FAMILIAR,43,01/10/2005,94,12,2000,3208.35,4398.12,Lima,2,PROFESIONAL
4085,201108,1,FAMILIAR,33,01/04/2003,29,12,4000,28874.15,1108.05,Lima,1,PROFESIONAL
4086,201108,1,FAMILIAR,29,01/12/2005,0,12,1000,2440.89,3158.31,Piura,1,TECNICO
4087,201108,1,FAMILIAR,23,01/09/2004,16,12,1500,3684.55,0,Lima,0,TECNICO
4088,201108,1,FAMILIAR,34,01/01/2004,0,6,2580,3024.07,2052.26,Lima,1,TECNICO
4089,201108,1,FAMILIAR,42,01/08/2001,0,0,1800,3197.6,35904.7,Junin,0,PROFESIONAL
4090,201108,1,FAMILIAR,61,01/01/1994,0,12,2000,9860,7041.61,Lima,0,TECNICO
4091,201108,1,PROPIA,57,01/12/1997,115,12,30000,121543.4,57094.38,Lima,1,PROFESIONAL
4092,201108,1,PROPIA,35,16/04/2002,0,6,3000,5330,0,Ica,0,PROFESIONAL
4093,201108,0,PROPIA,42,01/03/2003,0,12,2600,145.12,1316.08,Lima,2,TECNICO
4094,201108,0,PROPIA,42,01/01/1997,11,12,1785,6460.4,3307.6,Arequipa,0,TECNICO
4095,201108,1,FAMILIAR,43,01/03/2008,8,12,5400,5255.95,17414.77,Lima,1,PROFESIONAL
4096,201108,1,FAMILIAR,35,01/06/2007,0,12,1800,0,10819.64,Junin,0,TECNICO
4097,201108,1,FAMILIAR,26,01/10/2005,0,12,1240.55,3554,1002.61,Callao,3,TECNICO
4098,201108,1,FAMILIAR,51,01/01/2005,17,12,1007.33,0,0,La Libertad,2,TECNICO
4099,201108,0,PROPIA,42,23/05/2006,36,12,1730.6,14930,8846.76,Lima,0,PROFESIONAL
4100,201108,1,FAMILIAR,37,21/09/2005,11,12,1026.61,1840,2100.78,Loreto,0,TECNICO
4101,201108,0,PROPIA,32,01/01/2005,9,12,3000,2107.77,3735.74,Moquegua,0,TECNICO
4102,201108,1,FAMILIAR,45,01/12/2000,42,12,2200,5840.54,3089.46,Lima,0,PROFESIONAL
4103,201108,0,PROPIA,46,01/06/1983,41,12,2800,22039.1,4172.47,Lima,0,TECNICO
4104,201108,0,FAMILIAR,26,25/08/2006,14,12,3459.11,4750,1938,Lima,0,PROFESIONAL
4105,201108,0,PROPIA,62,01/01/1996,0,12,3500,21328.8,0,Lima,1,PROFESIONAL
4106,201108,0,PROPIA,35,01/04/2000,86,12,14500,60945,0,Arequipa,1,PROFESIONAL
4107,201108,1,FAMILIAR,26,01/08/2005,5,12,3550,2767.88,6916.37,Lima,0,PROFESIONAL
4108,201108,1,FAMILIAR,37,01/09/2007,0,12,807.62,0,4620.53,Lima,0,TECNICO
4109,201108,1,FAMILIAR,41,01/03/2003,10,6,1200,1000,842.02,Lima,4,PROFESIONAL
4110,201108,1,PROPIA,59,01/12/2001,10,12,1750,3576.2,4419.36,La Libertad,1,TECNICO
4111,201108,1,FAMILIAR,27,01/09/2003,44,12,1350,6240.69,1484.93,Callao,0,TECNICO
4112,201108,1,FAMILIAR,37,16/08/2007,0,11,2326.87,0,0,Lima,4,PROFESIONAL
4113,201108,0,FAMILIAR,29,01/11/2006,47,12,2334.21,0,5115.9,Lima,0,PROFESIONAL
4114,201108,0,PROPIA,27,01/09/2005,9,12,1790.29,7100,14924.63,Junin,1,PROFESIONAL
4115,201108,1,FAMILIAR,40,01/07/1995,79,12,1347.8,8555,839.26,Lima,1,TECNICO
4116,201108,0,PROPIA,32,01/08/2004,14,12,1200,0,0,Junin,2,TECNICO
4117,201108,1,FAMILIAR,37,01/01/2006,0,12,741.71,3669.7,554,Lima,0,EDUCACION BASICA
4118,201108,1,FAMILIAR,23,01/06/2009,0,12,1100,0,3561.52,Ayacucho,1,SUPERIOR
4119,201108,1,FAMILIAR,45,15/01/2004,39,12,1291.49,1940,24.2,Lima,0,TECNICO
4120,201108,0,FAMILIAR,23,01/07/2005,3,12,1368.6,1727.25,5501.75,Piura,1,TECNICO
4121,201108,1,PROPIA,45,01/11/2000,42,4,6000,8606.27,13659.85,Lima,0,PROFESIONAL
4122,201108,1,FAMILIAR,31,01/01/2007,8,11,900,4504.12,1923.53,Lambayeque,0,PROFESIONAL
4123,201108,1,FAMILIAR,34,01/08/2007,0,12,1389.54,1490,819.38,Callao,3,TECNICO
4124,201108,1,FAMILIAR,32,01/04/2004,0,12,1100,0,5000,Junin,0,TECNICO
4125,201108,1,FAMILIAR,23,01/07/2004,0,12,1197.47,1100,5843.39,Lambayeque,2,TECNICO
4126,201108,1,FAMILIAR,23,01/12/2006,0,12,1200,0,4952.7,La Libertad,0,TECNICO
4127,201108,1,PROPIA,43,01/02/2004,0,12,1800,0,4865.49,Loreto,0,TECNICO
4128,201108,1,FAMILIAR,36,01/11/1995,24,12,9000,35095.43,3891.52,La Libertad,0,PROFESIONAL
4129,201108,1,FAMILIAR,22,15/09/2006,0,12,1357.55,900,2629.75,Lima,1,TECNICO
4130,201108,0,PROPIA,35,01/01/2006,66,12,8000,42147.6,4295.07,Lima,1,PROFESIONAL
4131,201108,0,FAMILIAR,54,01/01/1975,87,12,24000,5406.83,3096.7,Lima,0,PROFESIONAL
4132,201108,1,FAMILIAR,21,01/10/2005,0,12,890,1209.86,3465.07,Loreto,0,TECNICO
4133,201108,1,FAMILIAR,36,01/06/2007,8,12,1000,7441.33,411.9,Lima,0,TECNICO
4134,201108,1,FAMILIAR,36,01/10/2003,36,12,3500,18894.98,8.06,Lima,0,PROFESIONAL
4135,201108,1,FAMILIAR,42,01/04/2006,0,12,3400,0,1193.13,Lima,0,PROFESIONAL
4136,201108,1,FAMILIAR,33,01/07/2006,0,7,1000,0,11836.39,Lima,0,TECNICO
4137,201108,1,FAMILIAR,31,01/02/1999,60,0,3500,5136.45,4755.05,Lima,4,PROFESIONAL
4138,201108,1,FAMILIAR,38,01/06/2002,15,12,3200,3656.93,721.35,Lima,1,PROFESIONAL
4139,201108,1,OTRAS,27,15/06/2006,0,12,1474.32,10878.64,9629.37,Lima,2,PROFESIONAL
4140,201108,1,FAMILIAR,22,01/02/2006,0,12,800,500,1015.62,Lima,0,TECNICO
4141,201108,1,FAMILIAR,29,01/07/2003,0,12,1100,0,1115.15,Piura,0,TECNICO
4142,201108,1,FAMILIAR,23,01/05/2005,13,11,1736,3678.96,0,Lima,0,PROFESIONAL
4143,201108,1,FAMILIAR,28,01/01/2006,0,12,1400,1824.45,27.14,Lima,0,PROFESIONAL
4144,201108,1,FAMILIAR,28,07/10/2004,37,12,595.99,500,1778.55,Lima,2,TECNICO
4145,201108,1,FAMILIAR,38,23/08/2002,19,12,1693.16,7151.75,1695.85,Ica,0,TECNICO
4146,201108,1,FAMILIAR,22,01/10/2005,0,12,900,0,989.91,Lima,0,TECNICO
4147,201108,1,ALQUILADA,46,01/07/2006,6,11,10148,30346.21,57094.38,La Libertad,0,PROFESIONAL
4148,201108,1,FAMILIAR,32,01/08/2000,39,12,2640.88,5165.9,3694.85,Moquegua,0,TECNICO
4149,201108,1,FAMILIAR,25,01/11/2003,15,12,2100,0,592.8,Lima,0,TECNICO
4150,201108,0,FAMILIAR,51,01/07/2000,104,8,4725,59461.04,9100.94,La Libertad,0,TECNICO
4151,201108,0,PROPIA,32,01/02/2005,0,12,2546,9381.36,8838.78,Lima,0,PROFESIONAL
4152,201108,0,PROPIA,52,18/05/2005,0,12,990.13,0,3800.62,Lima,0,TECNICO
4153,201108,1,FAMILIAR,34,01/10/2002,19,11,2310,2082.62,467.92,Loreto,0,PROFESIONAL
4154,201108,1,FAMILIAR,30,01/11/2002,44,2,2000,9429.23,0,Lima,0,PROFESIONAL
4155,201108,1,FAMILIAR,28,01/01/2000,59,12,1500,14408.08,0,Lima,1,PROFESIONAL
4156,201108,1,FAMILIAR,49,24/11/2006,22,12,3904.07,2290,177.15,La Libertad,1,PROFESIONAL
4157,201108,1,PROPIA,55,01/01/1977,39,12,8651.11,11640,5731.67,Moquegua,0,PROFESIONAL
4158,201108,1,FAMILIAR,33,01/05/2001,49,12,4655,8793.81,2945.95,Arequipa,2,PROFESIONAL
4159,201108,1,FAMILIAR,33,01/07/2002,30,2,1405.04,3073.35,1095.43,Lima,0,PROFESIONAL
4160,201108,1,FAMILIAR,31,26/03/2008,0,12,2110.89,0,19640.03,Lima,0,EDUCACION BASICA
4161,201108,1,PROPIA,28,01/10/2002,0,12,1050,1012.39,0,Piura,0,PROFESIONAL
4162,201108,0,PROPIA,36,01/10/1998,0,12,2120,0,3936.39,Ancash,0,TECNICO
4163,201108,1,FAMILIAR,27,01/12/2007,35,12,2641.18,2300,855.47,Lima,3,PROFESIONAL
4164,201108,1,FAMILIAR,38,01/11/2005,86,12,2900,1395.83,468.4,Lima,0,PROFESIONAL
4165,201108,0,FAMILIAR,33,01/11/2006,12,12,5500,41500,5233.41,Lima,1,PROFESIONAL
4166,201108,0,FAMILIAR,38,01/06/1998,0,12,3800,338.39,409.41,Cajamarca,1,TECNICO
4167,201108,0,FAMILIAR,49,01/08/1999,68,12,10476.6,0,0,Lima,0,PROFESIONAL
4168,201108,1,FAMILIAR,25,13/08/2008,0,9,1153.5,0,4394.8,Ucayali,0,TECNICO
4169,201108,0,FAMILIAR,33,01/03/2006,0,12,6000,38110,0,Lima,2,PROFESIONAL
4170,201108,1,PROPIA,39,01/04/2001,106,12,4191,27222.81,1451.33,Lima,1,PROFESIONAL
4171,201108,1,PROPIA,24,01/12/2006,0,12,2200,1500,3273.54,Loreto,0,TECNICO
4172,201108,1,FAMILIAR,48,01/01/2003,0,11,2030,9.79,0,Lima,1,PROFESIONAL
4173,201108,1,FAMILIAR,27,01/06/2007,8,12,3101.83,3000,2401.32,Lima,0,PROFESIONAL
4174,201108,0,FAMILIAR,23,01/04/2004,47,12,710,500,484.3,Lima,4,TECNICO
4175,201108,1,FAMILIAR,35,01/06/2002,54,0,6000,34462.27,4774.58,Lima,0,PROFESIONAL
4176,201108,1,FAMILIAR,30,01/05/2004,89,9,12876,91172.22,57094.38,Lima,0,PROFESIONAL
4177,201108,1,OTRAS,32,01/09/2007,0,12,1797.29,0,6126.29,Junin,0,TECNICO
4178,201108,0,FAMILIAR,56,01/01/2000,87,12,13500,71239.3,54443.2,Lima,0,PROFESIONAL
4179,201108,1,FAMILIAR,29,01/01/2006,0,12,1300,0,2901.58,Lima,0,TECNICO
4180,201108,1,FAMILIAR,31,01/02/2003,26,12,1200,1224.33,6964.15,Lima,1,PROFESIONAL
4181,201108,1,FAMILIAR,33,01/07/2004,15,12,2500,1284.66,193.41,Lima,2,TECNICO
4182,201108,0,PROPIA,35,01/05/2008,71,10,5200,6400,141.19,Arequipa,0,TECNICO
4183,201108,1,FAMILIAR,36,30/01/2003,44,12,974.94,500,0,Puno,2,TECNICO
4184,201108,1,FAMILIAR,31,16/05/2007,17,12,5313.45,1000,14417.25,Lima,0,TECNICO
4185,201108,0,FAMILIAR,45,01/02/1985,64,12,3802.35,2000,7100.99,Pasco,2,EDUCACION BASICA
4186,201108,1,PROPIA,41,01/01/2004,0,12,3000,592.24,3915.76,Lima,4,PROFESIONAL
4187,201108,1,FAMILIAR,24,01/04/2006,0,12,1221.95,2482.79,4272.5,Lima,0,TECNICO
4188,201108,1,FAMILIAR,29,17/04/2007,14,12,1931.09,7367.72,9497.18,Lima,1,TECNICO
4189,201108,1,FAMILIAR,30,01/06/2003,28,12,1200,1438.95,65.55,Lima,1,TECNICO
4190,201108,1,FAMILIAR,24,01/10/2004,0,12,1800,1512.27,7995.21,Piura,0,TECNICO
4191,201108,1,PROPIA,25,01/03/2004,16,0,9309.35,3859.9,451.61,Lima,0,SUPERIOR
4192,201108,0,FAMILIAR,35,01/01/1996,100,12,10000,0,114.76,Lima,0,PROFESIONAL
4193,201108,1,FAMILIAR,49,01/12/2000,0,12,2500,3029.65,5550.66,La Libertad,1,PROFESIONAL
4194,201108,0,PROPIA,52,01/10/1993,119,12,21800,107018.63,11630.2,Lima,2,SUPERIOR
4195,201108,0,PROPIA,49,02/07/2007,0,12,1010.42,4487.62,1216.77,Lima,0,TECNICO
4196,201108,1,FAMILIAR,47,01/08/2002,0,12,1116.64,0,944.68,Lima,0,PROFESIONAL
4197,201108,1,FAMILIAR,34,01/03/2003,31,12,2200,2500,179.1,Lima,1,PROFESIONAL
4198,201108,1,FAMILIAR,35,01/03/2001,22,12,800,0,0,Lima,1,TECNICO
4199,201108,1,FAMILIAR,32,01/05/2003,18,12,1800,0,1341.6,Cajamarca,1,PROFESIONAL
4200,201108,0,FAMILIAR,45,01/01/2000,34,12,6600,383.05,395.11,Tacna,0,PROFESIONAL
4201,201108,1,FAMILIAR,21,28/11/2005,0,12,700,0,2974.37,Callao,0,TECNICO
4202,201108,0,FAMILIAR,40,01/09/2006,120,12,4000,25050,0,Lima,0,PROFESIONAL
4203,201108,1,FAMILIAR,38,01/05/2002,80,0,6046,3109.76,1253.19,Lima,2,SUPERIOR
4204,201108,1,PROPIA,26,01/05/2002,6,10,3150,0,0,Ancash,0,TECNICO
4205,201108,1,PROPIA,40,11/09/2006,0,12,924.32,0,4456.96,Piura,0,TECNICO
